url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry
https://www.nytimes.com/2023/03/10/business/economy/jobs-report-fed-inflation.html,https://www.nytimes.com/2023/03/10/business/economy/jobs-report-fed-inflation.amp.html,Jobs Report Gives Fed a Mixed Signal Ahead of March Decision,20230310T160000Z,https://static01.nyt.com/images/2023/03/10/multimedia/10DC-JOBS-FED-01-zkfb/10DC-JOBS-FED-01-zkfb-facebookJumbo.jpg,nytimes.com,English,United States
https://www.ibtimes.co.uk/stocks-slump-bank-shares-face-rout-1713959,https://amp.ibtimes.co.uk/stocks-slump-bank-shares-face-rout-1713959,Stocks slump as bank shares face rout,20230310T171500Z,https://d.ibtimes.co.uk/en/full/1713303/worries-over-banking-sector-come-traders-nervously-await-release-key-us-jobs-data.jpg,ibtimes.co.uk,English,United Kingdom
http://www.hngn.com/articles/247120/20230310/us-companies-adds-311-000-jobs-unemployment-rate-increases.htm,https://www.hngn.com/amp/articles/247120/20230310/us-companies-adds-311-000-jobs-unemployment-rate-increases.htm,"US Companies Adds 311 , 000 Jobs ; Unemployment Rate Increases to 3 . 6 % ",20230310T164500Z,https://1075914428.rsc.cdn77.org/data/images/full/275584/us-companies-adds-311-000-jobs-unemployment-rate-increases-to-3-6.jpg,hngn.com,English,United States
https://www.khaleejtimes.com/business/oil-prices-stable-after-buoyant-us-payrolls,https://www.khaleejtimes.com/business/oil-prices-stable-after-buoyant-us-payrolls?amp=1,Oil prices stable after buoyant US payrolls,20230310T171500Z,https://image.khaleejtimes.com?uuid=3a86766f-ebd8-5a29-a6ee-a07565050b0a&function=cropresize&type=preview&source=false&q=75&crop_w=0.99999&crop_h=0.83461&x=0&y=0,khaleejtimes.com,English,United Arab Emirates
https://ktvz.com/money/cnn-business-consumer/2023/03/10/what-to-expect-from-the-february-jobs-report/,"","The US economy added 311 , 000 jobs in February , outpacing expectations",20230310T170000Z,https://ktvz.b-cdn.net/2023/03/hypatia-h_2b99ef88900aa2d349a0872687ba7f34-h_eec7fbdaede0b71f6e3ff1e9ba31dd6d-300-860x572.jpg,ktvz.com,English,United States
https://www.dailyunion.com/news/nation_world/wall-street-futures-lower-ahead-of-us-jobs-update/article_d8b9f58c-2922-54cc-9c1b-bbbe8f95e212.html,"",Wall Street futures lower ahead of US jobs update,20230310T161500Z,https://bloximages.newyork1.vip.townnews.com/dailyunion.com/content/tncms/assets/v3/editorial/2/bc/2bc91399-0e63-59ab-8e86-27f178a775d0/640b31777b1a7.image.jpg?crop=1763%2C926%2C0%2C125,dailyunion.com,English,United States
https://omaha.com/news/national/another-us-hiring-surge-311-000-jobs-despite-fed-rate-hikes/article_8c954701-62cf-5617-b674-7bc138d65800.html,"","Another US hiring surge : 311 , 000 jobs despite Fed rate hikes",20230310T170000Z,https://bloximages.newyork1.vip.townnews.com/omaha.com/content/tncms/assets/v3/editorial/6/39/639cf606-7302-596a-893d-acb3aa90ae8a/640b36ab3ecc0.image.jpg?crop=1762%2C928%2C0%2C123,omaha.com,English,United States
https://www.morningstar.com/articles/1143189/consumer-spending-strong-but-consumer-credit-shows-signs-of-stress,"",Consumer Spending Strong but Consumer Credit Shows Signs of Stress,20230310T160000Z,https://cloudfront-us-east-1.images.arcpublishing.com/morningstar/7TFN7NDQ5ZHI3PCISRCSC75K5U.png,morningstar.com,English,China
https://news.yahoo.com/economic-good-news-just-confusing-160318525.html,https://news.yahoo.com/amphtml/economic-good-news-just-confusing-160318525.html,All This Economic Good News is Just Confusing,20230310T170000Z,https://media.zenfs.com/en/time_72/2990e85eeb1cc7eb2c2492fe31005aec,news.yahoo.com,English,United States
https://www.faribaultcountyregister.com/wire/?category=5050&ID=282174,"","Is inflation still surging ? Jobs report will provide clues | News , Sports , Jobs",20230310T161500Z,https://ogden_images.s3.amazonaws.com/www.faribaultcountyregister.com/images/2020/10/22154712/defaultfb.jpg,faribaultcountyregister.com,English,United States
https://www.hellenicshippingnews.com/in-global-rate-race-few-central-banks-ever-lap-the-fed/,"","In global rate race , few central banks ever lap the Fed | Hellenic Shipping News Worldwide",20230310T164500Z,"",hellenicshippingnews.com,English,China
https://nationalmortgageprofessional.com/news/jobs-numbers-announcement-could-mean-higher-mortgage-rates,"",Jobs Numbers Announcement Could Mean Higher Mortgage Rates,20230310T163000Z,https://nationalmortgageprofessional.com/sites/default/files/2023-03/jobs%20numbers.png,nationalmortgageprofessional.com,English,United States
https://www.nbcbayarea.com/news/business/money-report/more-than-70-billion-wiped-off-crypto-market-in-24-hours-as-bitcoin-drops-8-below-20000/3176380/,https://www.nbcbayarea.com/news/business/money-report/more-than-70-billion-wiped-off-crypto-market-in-24-hours-as-bitcoin-drops-8-below-20000/3176380/?amp=1,"More Than $70 Billion Wiped Off Crypto Market in 24 Hours as Bitcoin Drops 8 % Below $20 , 000",20230310T160000Z,https://media.nbcbayarea.com/2023/03/107206395-1678436756015-gettyimages-1247528531-raa-bitcoinc230226_npkdB.jpeg?quality=85&strip=all,nbcbayarea.com,English,United States
https://www.thecalifornian.com/story/money/2023/03/10/jobs-report-today-february/11440745002/,"","U . S . jobs report shows 311 , 000 jobs added as hiring slowed / stayed strong",20230310T164500Z,"https://www.gannett-cdn.com/presto/2022/11/04/USAT/a021a5cc-4bdf-44ce-bce8-bcd60ddd2e7d-GTY_1431462807.JPG?auto=webp&crop=5795,3260,x0,y294&format=pjpg",thecalifornian.com,English,United States
https://www.1470wmbd.com/2023/03/10/us-job-growth-beats-expectations-in-february-wages-rise-moderately/,"",US job growth beats expectations in February ; wages rise moderately,20230310T160000Z,https://media.socastsrm.com/wordpress/wp-content/blogs.dir/2326/files/2023/03/2023-03-10t051115z-2-lynxmpej2904b-rtroptp-4-usa-economy-scaled-e1678457803875-1001x630.jpg,1470wmbd.com,English,United States
https://www.mbtmag.com:443/home/news/22751775/us-adds-311000-jobs-despite-feds-rate-hikes,"","U . S . Adds 311 , 000 Jobs Despite Fed Rate Hikes",20230310T160000Z,https://img.mbtmag.com/files/base/indm/multi/image/2023/03/AP23068641712173.640b4d2697a22.png?auto=format%2Ccompress&fit=max&q=70&rect=0%2C111%2C1920%2C1080,mbtmag.com,English,United States
https://www.hellenicshippingnews.com/frontier-countries-to-suffer-most-if-fed-rate-gets-to-6-analysts/,"",Frontier countries to suffer most if Fed rate gets to 6 % - analysts | Hellenic Shipping News Worldwide,20230310T164500Z,"",hellenicshippingnews.com,English,China
https://www.marketwatch.com/articles/u-s-dollar-worlds-reserve-currency-may-not-last-aa9f943,"",The U . S . Dollar Is the World Reserve Currency . That May Not Last . ,20230310T170000Z,https://images.barrons.com/im-740496/social,marketwatch.com,English,United States
https://www.foxbusiness.com/personal-finance/gas-prices-increase-forecast-aaa,https://www.foxbusiness.com/personal-finance/gas-prices-increase-forecast-aaa.amp,"Gas prices increase , but the tide may change : AAA",20230310T161500Z,https://a57.foxnews.com/static.foxbusiness.com/foxbusiness.com/content/uploads/2023/03/0/0/Credible-1192575741-gas-prices-march-9-2023.png?ve=1&tl=1,foxbusiness.com,English,United States
https://gulfnews.com/your-money/cryptocurrency/bitcoin-set-for-worst-week-since-ftx-crash-on-regulation-rates-1.94365845,https://gulfnews.com/amp/your-money/cryptocurrency/bitcoin-set-for-worst-week-since-ftx-crash-on-regulation-rates-1.94365845,"Bitcoin set for worst week since FTX crash on regulation , rates",20230310T164500Z,https://imagevars.gulfnews.com/2023/03/10/Copy-of-2023-01-31T060029Z_1289136814_RC2H1Z9N3UL4_RTRMADP_3_FINTECH-CRYPTO-WEEKLY-1678436480429_186ca9c35b6_medium.jpg,gulfnews.com,English,United Arab Emirates
https://invezz.com/news/2023/03/10/usd-cad-forecast-brief-pullback-expected-but-still-in-control/,"",USD / CAD forecast : brief pullback expected but still in control,20230310T170000Z,https://invezz.com/wp-content/uploads/2022/08/wall-street-new-york-stock-exchange-1024x683.jpg,invezz.com,English,United Kingdom
http://www.tnledger.com/editorial/Article.aspx?id=163382,"",The Nashville Ledger,20230310T164500Z,"",tnledger.com,English,United States
https://ktvz.com/politics/cnn-us-politics/2023/03/10/biden-white-house-keeps-confronting-a-good-problem-a-hot-labor-market/,"",Biden White House keeps confronting a good problem : A hot labor market,20230310T170000Z,https://ktvz.b-cdn.net/2023/03/hypatia-h_566693cecf03831979734188425f1e92-h_0beaeb3f61269b140af341f5c99853f1-300-860x484.jpg,ktvz.com,English,United States
https://gulfnews.com/business/markets/bitcoin-drops-below-20000-set-for-worst-week-since-ftx-crash-1.94365845,https://gulfnews.com/amp/business/markets/bitcoin-drops-below-20000-set-for-worst-week-since-ftx-crash-1.94365845,"Bitcoin drops below $20 , 000 , set for worst week since FTX crash",20230310T170000Z,https://imagevars.gulfnews.com/2023/03/10/Copy-of-2023-01-31T060029Z_1289136814_RC2H1Z9N3UL4_RTRMADP_3_FINTECH-CRYPTO-WEEKLY-1678436480429_186ca9c35b6_medium.jpg,gulfnews.com,English,United Arab Emirates
https://www.investmentwatchblog.com/one-bank-folds-another-wobbles-and-wall-street-asks-if-its-a-crisis-silicon-valley-bank-is-just-the-tip-of-the-iceberg-silicon-valley-bank-stock-plunges-over-50-pre-m/,"","One Bank Folds , Another Wobbles and Wall Street Asks If It a Crisis –  Silicon Valley Bank is just the tip of the iceberg … Silicon Valley Bank stock plunges over 50 % + pre - market . – Investment Watch",20230310T171500Z,"",investmentwatchblog.com,English,United States
https://www.exchangerates.org.uk/news/37701/2023-03-10-cad-weighed-as-bank-of-canada-pauses-targets-inflation-returning-to-3pct.html,https://www.exchangerates.org.uk/news/37701/2023-03-10-cad-weighed-as-bank-of-canada-pauses-targets-inflation-returning-to-3pct/amp,"CAD Weighed As Bank Of Canada Pauses , Targets Inflation Returning To 3 % ",20230310T171500Z,https://images.exchangerates.org.uk/uploads/canadian-dollar-2-m.jpg,exchangerates.org.uk,English,United Kingdom
https://www.exchangerates.org.uk/news/37702/2023-03-10-sterling-tentative-correction-pound-to-dollar-rate-holds-above-1-1800.html,https://www.exchangerates.org.uk/news/37702/2023-03-10-sterling-tentative-correction-pound-to-dollar-rate-holds-above-1-1800/amp,"Sterling Tentative Correction , Pound To Dollar Rate Holds Above 1 . 1800",20230310T171500Z,https://images.exchangerates.org.uk/uploads/pound-rate-today-1-m.jpg,exchangerates.org.uk,English,United Kingdom
https://www.marketwatch.com/story/week-ahead-for-fx-bond-markets-ecb-decision-us-inflation-uk-budget-in-focus-954e28fd,https://www.marketwatch.com/amp/data-news/week-ahead-for-fx-bond-markets-ecb-decision-us-inflation-uk-budget-in-focus-954e28fd,"Week Ahead for FX , Bond Markets : ECB Decision , US Inflation , united kingdom Budget in Focus",20230310T171500Z,"",marketwatch.com,English,United States
https://www.agweek.com/business/markets/march-crop-production-report-brings-surprises,"",March Crop Production report brings surprises,20230310T170000Z,https://fcc-cue-exports-brightspot.s3.us-west-2.amazonaws.com/agweek/binary/copy/b3/e4/1d0e63314efb21e32dbb776e5740/1863110-10-05-2013maturecornfieldstock-binary-4942107.jpg,agweek.com,English,United States
https://investorplace.com/2023/03/sofi-stock-may-be-in-for-yet-another-spike/,"",SOFI Stock May be in for Yet Another Spike,20230310T160000Z,https://investorplace.com/wp-content/uploads/2022/10/silhouette-sofi-1600.jpg,investorplace.com,English,United States
https://www.ibtimes.com/analysis-californian-tech-bank-sows-global-fear-about-rising-cost-money-3675814,https://www.ibtimes.com/analysis-californian-tech-bank-sows-global-fear-about-rising-cost-money-3675814?amp=1,Analysis - Californian Tech Bank Sows Global Fear About Rising Cost Of Money,20230310T164500Z,https://d.ibtimes.com/en/full/4430691/img.png,ibtimes.com,English,United States
https://news.yahoo.com/analysis-californian-tech-bank-sows-154330058.html,https://news.yahoo.com/amphtml/analysis-californian-tech-bank-sows-154330058.html,Analysis - Californian tech bank sows global fear about rising cost of money,20230310T161500Z,https://media.zenfs.com/en/reuters-finance.com/e62e85d8464b2243c20de597047ba550,news.yahoo.com,English,United States
https://www.exchangerates.org.uk/news/37697/2023-03-10-pound-to-euro-dollar-rate-today-sterling-climbs-vs-eur-amid-ecb-policymaker-split.html,https://www.exchangerates.org.uk/news/37697/2023-03-10-pound-to-euro-dollar-rate-today-sterling-climbs-vs-eur-amid-ecb-policymaker-split/amp,Pound To Euro Rate Today : Sterling Climbs Vs EUR Amid ECB Policymaker Split,20230310T171500Z,https://www.exchangerates.org.uk/images-news2/pound-to-euro-19-m.jpg,exchangerates.org.uk,English,United Kingdom
https://www.housingwire.com/articles/is-job-growth-slowing-enough-for-the-fed/,"",Is job growth slowing enough for the Fed ? ,20230310T164500Z,https://www.housingwire.com/wp-content/uploads/2020/07/AdobeStock_268138402-e1615499006597.jpeg,housingwire.com,English,United States
https://www.foxbusiness.com/personal-finance/todays-mortgage-rates-march-10-2023,https://www.foxbusiness.com/personal-finance/todays-mortgage-rates-march-10-2023.amp,"Savings window opens : Today 30 - year mortgage rates dive to 13 - day low | March 10 , 2023",20230310T161500Z,https://a57.foxnews.com/static.foxbusiness.com/foxbusiness.com/content/uploads/2020/10/0/0/Credible-daily-mortgage-rate-thumbnail-1186618062.jpg?ve=1&tl=1,foxbusiness.com,English,United States
https://www.marketscreener.com/news/latest/Fed-seen-on-shallower-rate-path-after-jobs-report--43214063/,https://www.marketscreener.com/amp/news/latest/Fed-seen-on-shallower-rate-path-after-jobs-report--43214063/,Fed seen on shallower rate path after jobs report - Stock market news,20230310T171500Z,https://img.zonebourse.com/reuters/2023-03/2023-03-10T060852Z_1_LYNXMPEJ29055_RTROPTP_3_USA-MARKETS-FED.JPG,marketscreener.com,English,""
https://www.fox26houston.com/money/todays-mortgage-rates-march-10-2023,"",Savings window opens : Today 30 - year mortgage rates dive to 13 - day low,20230310T160000Z,https://images.foxtv.com/static.fox26houston.com/www.fox26houston.com/content/uploads/2023/01/1280/720/Credible-daily-mortgage-rate-thumbnail-1186618062-11.jpg?ve=1&tl=1,fox26houston.com,English,United States
https://www.kgw.com/article/news/crime/southeast-portland-deadly-shooting/283-fe9a450a-bbce-4731-b27f-3164bbd5eaec,https://www.kgw.com/amp/article/news/crime/southeast-portland-deadly-shooting/283-fe9a450a-bbce-4731-b27f-3164bbd5eaec,Man dead after shooting in Southeast Portland,20230310T164500Z,https://media.kgw.com/assets/KGW/images/b44a9e1d-6ec8-4e8c-8b23-25988461241b/b44a9e1d-6ec8-4e8c-8b23-25988461241b_1140x641.jpg,kgw.com,English,United States
https://www.startribune.com/stocks-dip-as-worries-about-banks-overshadow-jobs-report/600257683/,https://m.startribune.com/stocks-dip-as-worries-about-banks-overshadow-jobs-report/600257683/,Stocks dip as worries about banks overshadow jobs report,20230310T163000Z,"",startribune.com,English,United States
https://techstory.in/bitcoins-price-again-fell-to-21000-usd-due-to-silvergates-failure/,"","Bitcoin price again fell to 21 , 000 USD due to Silvergate failure",20230310T160000Z,https://techstory.in/wp-content/uploads/2022/06/btc-liquidations.jpeg,techstory.in,English,India
https://twitchy.com/samj-3930/2023/03/10/marine-sgt-tyler-vargas-andrews-heartbreaking-afghanistan-testimony-makes-biden-look-worse-watch/,https://twitchy.com/samj-3930/2023/03/10/marine-sgt-tyler-vargas-andrews-heartbreaking-afghanistan-testimony-makes-biden-look-worse-watch/amp/,Marine Sgt . Tyler Vargas - Andrew Afghanistan testimony makes Biden withdrawal look WORSE ( watch ) ,20230310T161500Z,https://twitchy.com/wp-content/uploads/2021/09/joe-biden-checking-watch.jpg,twitchy.com,English,United States
https://www.forexlive.com/technical-analysis/the-us-jobs-report-is-out-the-usd-is-down-it-more-than-jobs-as-banking-concerns-increase-20230310/,https://www.forexlive.com/technical-analysis/the-us-jobs-report-is-out-the-usd-is-down-it-more-than-jobs-as-banking-concerns-increase-20230310/amp/,"The US jobs report is out , the USD is down . It more than jobs as banking concerns increase",20230310T160000Z,https://images.forexlive.com/images/fOREX_id_075d9e70-e4cb-4db3-b64b-4cfffd34a92d_size900.jpg?v=1678463252831,forexlive.com,English,Greece
https://www.detroitnews.com/story/business/2023/03/10/planet-saving-wind-farms-fall-victim-to-global-inflation-fight/69994098007/,"",Planet - saving wind farms fall victim to global inflation fight,20230310T170000Z,"https://www.gannett-cdn.com/presto/2023/03/10/PDTN/1ec588a4-8915-475c-b522-897182774695-wind-farms-1stld-writethru-1c2a0cfc-bf57-11ed-8871-55a949a93972.jpg?auto=webp&crop=1646,926,x147,y210&format=pjpg",detroitnews.com,English,United States
https://bdnews24.com/world/americas/b92fm62muo,https://bdnews24.com/amp/story/world%2Famericas%2Fb92fm62muo,US job growth beats expectations in February,20230310T171500Z,https://gumlet.assettype.com/bdnews24-english/2023-03/7adc9fab-08d6-4f99-a045-aebb3518b749/GPI_8_1024X65.jpg,bdnews24.com,English,Bangladesh
https://businessmirror.com.ph/2023/03/10/hd-spikers-move-on-verge-of-eliminations-sweep-in-spikers-turf/,"",HD Spikers move on verge of eliminations sweep in Spiker Turf,20230310T161500Z,https://businessmirror.com.ph/wp-content/uploads/2023/01/BusinessMirror-A-broader-look-at-todays-business.jpg,businessmirror.com.ph,English,Philippines
https://abcnews.go.com/Politics/wireStory/us-employers-added-robust-311000-jobs-february-sign-97767170,https://abcnews.go.com/amp/Politics/wireStory/us-employers-added-robust-311000-jobs-february-sign-97767170,"US employers added a robust 311 , 000 jobs in February in sign of a still - strong labor market despite Fed rate hikes",20230310T160000Z,https://s.abcnews.com/images/US/abc_news_default_2000x2000_update_16x9_992.jpg,abcnews.go.com,English,United States
